sample_no,tar,cao,mgo,s0_95,s95_385,s385_1000,factory
DOL99-732-ARD,990611,49.2,33,0,0,0,Zareh Shahi (Ardakan)
DOL99-736-ARD,990612,51,33.4,5.7,88.6,5.7,Zareh Shahi (Ardakan)
DOL99-737-ARD,990612,51.6,33.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-738-ARD,990612,53.2,35,0,0,0,Zareh Shahi (Ardakan)
DOL99-739-ARD,990612,53.3,35.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-740-ARD,990612,49,34.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-744-ARD,990613,53.2,34.6,12.1,84.3,3.6,Zareh Shahi (Ardakan)
DOL99-745-ARD,990613,53.3,34.2,0,0,0,Zareh Shahi (Ardakan)
DOL99-746-ARD,990613,54,34.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-747-ARD,990613,50.5,36.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-748-ARD,990613,51.8,35.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-749-ARD,990613,54.2,32.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-750-ARD,990613,49.9,33,0,0,0,Zareh Shahi (Ardakan)
DOL99-751-ARD,990613,51.6,32.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-752-ARD,990613,54.1,34,0,0,0,Zareh Shahi (Ardakan)
DOL99-753-ARD,990613,53.2,33.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-756-ARD,990615,49.7,33.3,14.3,80.7,5,Zareh Shahi (Ardakan)
DOL99-757-ARD,990615,50.6,34.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-760-ARD,990615,45.2,32.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-761-ARD,990615,48.7,34.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-767-ARD,990616,50.4,33,12.8,82.9,4.3,Zareh Shahi (Ardakan)
DOL99-768-ARD,990616,48.4,34,0,0,0,Zareh Shahi (Ardakan)
DOL99-769-ARD,990616,49.3,33,0,0,0,Zareh Shahi (Ardakan)
DOL99-770-ARD,990616,50,33.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-772-ARD,990616,50.8,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-775-ARD,990617,49,33.6,11.4,83.6,5,Zareh Shahi (Ardakan)
DOL99-776-ARD,990617,48.5,33.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-777-ARD,990617,48,34.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-781-ARD,990618,55.5,31.9,5,90.7,4.3,Zareh Shahi (Ardakan)
DOL99-782-ARD,990618,53.7,30.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-783-ARD,990618,48.5,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-784-ARD,990619,48.3,33.9,2.9,96.4,0.7,Zareh Shahi (Ardakan)
DOL99-785-ARD,990619,47.1,33,0,0,0,Zareh Shahi (Ardakan)
DOL99-786-ARD,990619,55.5,37.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-787-ARD,990619,56.2,36.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-792-ARD,990620,48.6,34.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-793-ARD,990620,48.8,33.1,5,92.9,2.1,Zareh Shahi (Ardakan)
DOL99-621-TAB,990512,65.5,27.9,28.6,70,1.4,Tabas
DOL99-627-TAB,990513,64,29.8,12.1,85,2.9,Tabas
DOL99-638-TAB,990518,57.7,29.3,7.8,82.9,9.3,Tabas
DOL99-639-TAB,990518,63.1,28.8,0,0,0,Tabas
DOL99-640-TAB,990520,60,30.1,12.1,85,2.9,Tabas
DOL99-641-TAB,990522,64.9,30.2,8.6,81.4,10,Tabas
DOL99-642-TAB,990522,64.3,30.4,0,0,0,Tabas
DOL99-643-TAB,990522,65.9,28.1,0,0,0,Tabas
DOL99-644-TAB,990524,64.9,28.2,28.6,70,1.4,Tabas
DOL99-645-TAB,990525,64,29,13.5,82.9,3.6,Tabas
DOL99-646-TAB,990525,64.4,29.2,0,0,0,Tabas
DOL99-647-TAB,990525,65.6,30.1,0,0,0,Tabas
DOL99-648-TAB,990525,62,30.8,0,0,0,Tabas
DOL99-649-TAB,990526,64.5,28.5,23.6,74.3,2.1,Tabas
DOL99-666-TAB,990530,63.9,28.6,41.2,58.8,0,Tabas
DOL99-683-TAB,990602,60.7,32.4,35,65,0,Tabas
DOL99-735-TAB,990611,60.1,31.8,36.4,54.3,9.3,Tabas
DOL99-755-TAB,990615,52.6,32.6,16.4,82.2,1.4,Tabas
DOL99-759-TAB,990615,48.7,33.4,0,0,0,Tabas
DOL99-603-NAS,990509,58.1,38.5,11.5,67.8,20.7,Nasooz Ekbatan sepahan
DOL99-609-NAS,990510,59.9,37,3.5,73.6,22.9,Nasooz Ekbatan sepahan
DOL99-610-NAS,990510,58.6,37.7,0,0,0,Nasooz Ekbatan sepahan
DOL99-611-NAS,990510,60.2,36.8,0,0,0,Nasooz Ekbatan sepahan
DOL99-615-NAS,990511,59.4,34.8,30,65.7,4.3,Nasooz Ekbatan sepahan
DOL99-616- NAS,990512,59.3,36.6,21.4,77.2,1.4,Nasooz Ekbatan sepahan
DOL99-617- NAS,990512,60.1,35.9,0,0,0,Nasooz Ekbatan sepahan
DOL99-626-NAS,990513,60,34.2,17.1,71.5,11.4,Nasooz Ekbatan sepahan
DOL99-628-NAS,990513,60,35,0,0,0,Nasooz Ekbatan sepahan
DOL99-634-NAS,990514,58.7,37.3,0,0,0,Nasooz Ekbatan sepahan
DOL99-635-NAS,990514,59.7,37.2,0,0,0,Nasooz Ekbatan sepahan
DOL99-636-NAS,990514,59.6,36.4,0,0,0,Nasooz Ekbatan sepahan
DOL99-637-NAS,990514,57.6,37.4,15.7,73.6,10.7,Nasooz Ekbatan sepahan
DOL99-655-NAS,990528,54.9,37.5,12.9,73.6,13.5,Nasooz Ekbatan sepahan
DOL99-659-NAS,990529,57.2,39.1,3.6,71.4,25,Nasooz Ekbatan sepahan
DOL99-664-NAS,990530,60,35,12.1,75,12.9,Nasooz Ekbatan sepahan
DOL99-665-NAS,990530,58.9,36.3,0,0,0,Nasooz Ekbatan sepahan
DOL99-671-NAS,990531,55.6,38.3,1.4,75,23.6,Nasooz Ekbatan sepahan
DOL99-676-NAS,990601,49.6,32.8,18.6,55.7,25.7,Nasooz Ekbatan sepahan
DOL99-677-NAS,990601,51.8,34.8,0,0,0,Nasooz Ekbatan sepahan
DOL99-680-NAS,990602,54.5,38.4,6.4,65,28.6,Nasooz Ekbatan sepahan
DOL99-684-NAS,990602,54.7,37.7,0,0,0,Nasooz Ekbatan sepahan
DOL99-685-NAS,990603,55.3,38.6,2.1,65,32.9,Nasooz Ekbatan sepahan
DOL99-686-NAS,990603,56.9,36,0,0,0,Nasooz Ekbatan sepahan
DOL99-689-NAS,990603,58.4,35.5,0,0,0,Nasooz Ekbatan sepahan
DOL99-694-NAS,990604,56.2,37.1,13.6,80,6.4,Nasooz Ekbatan sepahan
DOL99-695-NAS,990605,59.5,37.1,4.3,93.6,2.1,Nasooz Ekbatan sepahan
DOL99-696-NAS,990605,56.3,37.7,0,0,0,Nasooz Ekbatan sepahan
DOL99-697-NAS,990605,60.4,36.6,0,0,0,Nasooz Ekbatan sepahan
DOL99-701-NAS,990605,57.5,36.5,0,0,0,Nasooz Ekbatan sepahan
DOL99-702-NAS,990606,58.5,36.5,11.4,78.6,10,Nasooz Ekbatan sepahan
DOL99-709-NAS,990606,56.4,36.9,14.3,81.4,4.3,Nasooz Ekbatan sepahan
DOL99-710-NAS,990606,56.1,35.9,0,0,0,Nasooz Ekbatan sepahan
DOL99-711-NAS,990607,59.5,36.7,0,0,0,Nasooz Ekbatan sepahan
DOL99-712-NAS,990607,56.2,36.8,0,0,0,Nasooz Ekbatan sepahan
DOL99-716-NAS,990609,53.1,34.1,15,83.6,1.4,Nasooz Ekbatan sepahan
DOL99-717-NAS,990609,57.2,37.9,0,0,0,Nasooz Ekbatan sepahan
DOL99-718-NAS,990609,56.2,38,0,0,0,Nasooz Ekbatan sepahan
DOL99-719-NAS,990609,56.6,37.5,0,0,0,Nasooz Ekbatan sepahan
DOL99-720-NAS,990610,57.7,37.4,16.4,77.9,5.7,Nasooz Ekbatan sepahan
DOL99-721-NAS,990610,57.9,37.2,0,0,0,Nasooz Ekbatan sepahan
DOL99-723-NAS,990610,59.3,38.2,0,0,0,Nasooz Ekbatan sepahan
DOL99-725-NAS,990610,56.5,36.5,0,0,0,Nasooz Ekbatan sepahan
DOL99-726-NAS,990610,52.7,35.4,0,0,0,Nasooz Ekbatan sepahan
DOL99-727-NAS,990610,53.2,35.8,0,0,0,Nasooz Ekbatan sepahan
DOL99-728-NAS,990611,58.4,27.7,9.3,84.3,6.4,Nasooz Ekbatan sepahan
DOL99-733-NAS,990611,57.7,36.7,0,0,0,Nasooz Ekbatan sepahan
DOL99-734-NAS,990611,56,35.4,0,0,0,Nasooz Ekbatan sepahan
DOL99-741-NAS,990612,57.8,35.8,10.7,80,9.3,Nasooz Ekbatan sepahan
DOL99-742-NAS,990613,61,34.9,22.1,75.8,2.1,Nasooz Ekbatan sepahan
DOL99-743-NAS,990613,58.6,35.7,0,0,0,Nasooz Ekbatan sepahan
DOL99-754-NAS,990614,58.9,39.5,12.1,81.5,6.4,Nasooz Ekbatan sepahan
DOL99-758-NAS,990615,54.3,35.8,10.7,70.7,18.6,Nasooz Ekbatan sepahan
DOL99-762-NAS,990615,58.8,39,0,0,0,Nasooz Ekbatan sepahan
DOL99-763-NAS,990615,58.7,35.7,0,0,0,Nasooz Ekbatan sepahan
DOL99-764-NAS,990615,56.8,36.4,0,0,0,Nasooz Ekbatan sepahan
DOL99-765-NAS,990616,58.8,35,3.6,90,6.4,Nasooz Ekbatan sepahan
DOL99-766-NAS,990616,58.6,36.5,0,0,0,Nasooz Ekbatan sepahan
DOL99-771-NAS,990616,60,35.9,0,0,0,Nasooz Ekbatan sepahan
DOL99-773-NAS,990617,61.8,32.3,5.7,91.4,2.9,Nasooz Ekbatan sepahan
DOL99-774-NAS,990617,53,34.9,14.3,73.6,12.1,Nasooz Ekbatan sepahan
DOL99-778-NAS,990618,56.8,36.8,17.9,68.6,13.5,Nasooz Ekbatan sepahan
DOL99-779-NAS,990618,53.9,35.1,0,0,0,Nasooz Ekbatan sepahan
DOL99-780-NAS,990618,59.9,34.1,0,0,0,Nasooz Ekbatan sepahan
DOL99-788-NAS,990619,56.8,37.2,7.1,92.9,0,Nasooz Ekbatan sepahan
DOL99-789-NAS,990619,58.7,37.3,0,0,0,Nasooz Ekbatan sepahan
DOL99-790-NAS,990619,54.1,35.2,0,0,0,Nasooz Ekbatan sepahan
DOL99-791-NAS,990620,57.7,35.9,8.6,90.7,0.7,Nasooz Ekbatan sepahan
DOL99-794-ARD,990620,53.9,35.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-799-ARD,990622,48.3,33.1,5.7,88.6,5.7,Zareh Shahi (Ardakan)
DOL99-800-ARD,990622,49.5,31.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-801-ARD,990622,47.1,33.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-805-ARD,990623,53.4,33.1,11.4,81.4,7.2,Zareh Shahi (Ardakan)
DOL99-806-ARD,990623,54.3,33.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-807-ARD,990623,52.4,32.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-811-ARD,990623,52.8,33.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-813-ARD,990624,52.9,33.1,5.7,88.6,5.7,Zareh Shahi (Ardakan)
DOL99-814-ARD,990624,50.8,33.2,0,0,0,Zareh Shahi (Ardakan)
DOL99-815-ARD,990624,53.7,33.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-816-ARD,990624,48.6,33.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-817-ARD,990624,49.6,34.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-823-ARD,990625,50.3,33.8,15.8,82.1,2.1,Zareh Shahi (Ardakan)
DOL99-824-ARD,990625,49.5,33.2,0,0,0,Zareh Shahi (Ardakan)
DOL99-834-ARD,990626,53.6,33.3,6.5,91.4,2.1,Zareh Shahi (Ardakan)
DOL99-837-ARD,990627,44.1,32.1,2.1,95.7,2.2,Zareh Shahi (Ardakan)
DOL99-838-ARD,990627,44.1,31.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-812-TAB,990624,57.4,34.8,26.4,67.2,6.4,Tabas
DOL99-820-TAB,990624,59.8,31.6,27.9,62.1,10,Tabas
DOL99-821-TAB,990625,60.4,33.8,24.3,70,5.7,Tabas
DOL99-822-TAB,990625,61,32.5,0,0,0,Tabas
DOL99-826-TAB,990625,62.8,26.6,0,0,0,Tabas
DOL99-827-TAB,990625,63.9,27.4,0,0,0,Tabas
DOL99-828-TAB,990625,60.3,29.6,0,0,0,Tabas
DOL99-829-TAB,990626,60.9,30,27.9,72.1,0,Tabas
DOL99-830-TAB,990626,61.4,31.3,0,0,0,Tabas
DOL99-831-TAB,990626,60,32.5,0,0,0,Tabas
DOL99-833-TAB,990626,60.1,32.8,0,0,0,Tabas
DOL99-795-NAS,990621,54.2,34.1,12.1,87.2,0.7,Nasooz Ekbatan sepahan
DOL99-796-NAS,990621,56.4,37.3,0,0,0,Nasooz Ekbatan sepahan
DOL99-797-NAS,990622,57.6,35.7,8.6,91.4,0,Nasooz Ekbatan sepahan
DOL99-798-NAS,990622,59.4,34.7,0,0,0,Nasooz Ekbatan sepahan
DOL99-802-NAS,990622,55.8,36.9,0,0,0,Nasooz Ekbatan sepahan
DOL99-803-NAS,990622,59.8,34.1,0,0,0,Nasooz Ekbatan sepahan
DOL99-804-NAS,990622,55.2,37.6,0,0,0,Nasooz Ekbatan sepahan
DOL99-808-NAS,990623,57.9,36,13.6,86.4,0,Nasooz Ekbatan sepahan
DOL99-809-NAS,990623,55.3,37.3,0,0,0,Nasooz Ekbatan sepahan
DOL99-810-NAS,990623,58.6,36.4,0,0,0,Nasooz Ekbatan sepahan
DOL99-818-NAS,990624,57,36.6,15,85,0,Nasooz Ekbatan sepahan
DOL99-819-NAS,990624,57.4,37.2,0,0,0,Nasooz Ekbatan sepahan
DOL99-825-NAS,990625,51.7,35.9,22.1,76.4,1.5,Nasooz Ekbatan sepahan
DOL99-832-NAS,990626,61.7,31,5.7,94.3,0,Nasooz Ekbatan sepahan
DOL99-835-NAS,990626,50.8,32.5,0,0,0,Nasooz Ekbatan sepahan
DOL99-836-NAS,990627,60.7,33.1,8.6,91.4,0,Nasooz Ekbatan sepahan
DOL99-839-ARD,990627,54.7,36.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-848-ARD,990629,51.7,35.6,3.6,94.3,2.1,Zareh Shahi (Ardakan)
DOL99-849-ARD,990629,48.8,33,0,0,0,Zareh Shahi (Ardakan)
DOL99-850-ARD,990629,52.8,33.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-851-ARD,990629,50.8,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-855-ARD,990630,51.5,33.8,7.9,91.4,0.7,Zareh Shahi (Ardakan)
DOL99-856-ARD,990630,53.5,34.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-857-ARD,990630,51,33.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-858-ARD,990630,53.1,34.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-859-ARD,990631,50.3,31.3,9.3,83.6,7.1,Zareh Shahi (Ardakan)
DOL99-860-ARD,990631,49.4,31.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-861-ARD,990631,49.5,31.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-864-ARD,990631,46.2,32.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-865-ARD,990631,47.2,32.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-866-ARD,990701,47.7,31.1,2.8,93.6,3.6,Zareh Shahi (Ardakan)
DOL99-867-ARD,990701,46.6,32.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-869-ARD,990701,49.4,31.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-870-ARD,990702,53.8,32.2,0.7,95.7,3.6,Zareh Shahi (Ardakan)
DOL99-871-ARD,990702,53.8,33,0,0,0,Zareh Shahi (Ardakan)
DOL99-873-ARD,990702,47.3,32.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-877-ARD,990703,45.9,34.2,7.1,88.6,4.3,Zareh Shahi (Ardakan)
DOL99-878-ARD,990703,48.4,34,0,0,0,Zareh Shahi (Ardakan)
DOL99-879-ARD,990703,45.1,32.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-882-ARD,990705,50.5,32.3,2.1,90,7.9,Zareh Shahi (Ardakan)
DOL99-883-ARD,990705,53.6,33.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-884-ARD,990705,51.6,33.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-886-ARD,990705,48.6,31.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-887-ARD,990705,48.5,31.2,0,0,0,Zareh Shahi (Ardakan)
DOL99-888-ARD,990706,54.1,32,15,84.3,0.7,Zareh Shahi (Ardakan)
DOL99-889-ARD,990706,56.4,32.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-893-ARD,990706,48.4,32,0,0,0,Zareh Shahi (Ardakan)
DOL99-894-ARD,990706,48.5,33.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-895-ARD,990707,49.2,33,2.1,95,2.9,Zareh Shahi (Ardakan)
DOL99-896-ARD,990707,48.2,34.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-897-ARD,990707,50.2,31.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-898-ARD,990707,49.5,34.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-899-ARD,990707,53.3,35.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-900-ARD,990708,44.8,31.4,21.4,72.9,5.7,Zareh Shahi (Ardakan)
DOL99-901-ARD,990708,47,32.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-902-ARD,990708,46.9,32.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-903-ARD,990708,47.9,31.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-904-ARD,990708,48.4,31.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-905ARD,990709,45.1,31.6,4.3,92.8,2.9,Zareh Shahi (Ardakan)
DOL99-906-ARD,990709,46.2,32,0,0,0,Zareh Shahi (Ardakan)
DOL99-907-ARD,990709,45.7,30.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-843-TAB,990628,57.2,29,19.3,79.3,1.4,Tabas
DOL99-844-TAB,990628,56.1,29,0,0,0,Tabas
DOL99-840-NAS,990627,53.7,37.4,0,0,0,Nasooz Ekbatan sepahan
DOL99-841-NAS,990628,56.1,38.7,7.9,92.1,0,Nasooz Ekbatan sepahan
DOL99-842-NAS,990628,58.2,38.6,0,0,0,Nasooz Ekbatan sepahan
DOL99-845-NAS,990629,58.6,39.3,14.3,85,0.7,Nasooz Ekbatan sepahan
DOL99-846-NAS,990629,58.2,38.6,0,0,0,Nasooz Ekbatan sepahan
DOL99-847-NAS,990629,55.7,39.2,0,0,0,Nasooz Ekbatan sepahan
DOL99-852-NAS,990629,58.5,38.4,0,0,0,Nasooz Ekbatan sepahan
DOL99-853-NAS,990629,58.8,38.2,0,0,0,Nasooz Ekbatan sepahan
DOL99-854-NAS,990630,61.1,34.3,11.4,84.3,4.3,Nasooz Ekbatan sepahan
DOL99-862-NAS,990631,58.4,37.2,13.6,80.7,5.7,Nasooz Ekbatan sepahan
DOL99-863-NAS,990631,59,33.6,0,0,0,Nasooz Ekbatan sepahan
DOL99-868-NAS,990701,57.6,34.2,4.3,94.3,1.4,Nasooz Ekbatan sepahan
DOL99-872-NAS,990702,60.6,35.5,2.9,92.1,5,Nasooz Ekbatan sepahan
DOL99-874-NAS,990702,55.2,36.5,0,0,0,Nasooz Ekbatan sepahan
DOL99-875-NAS,990702,55.2,37.3,0,0,0,Nasooz Ekbatan sepahan
DOL99-876-NAS,990702,54.7,36.9,0,0,0,Nasooz Ekbatan sepahan
DOL99-880-NAS,990703,55.2,37.2,9.3,81.4,9.3,Nasooz Ekbatan sepahan
DOL99-881-NAS,990704,59,37.9,8.6,86.4,5,Nasooz Ekbatan sepahan
DOL99-885-NAS,990705,58.5,38,46.4,50.7,2.9,Nasooz Ekbatan sepahan
DOL99-890-NAS,990706,65.3,32.4,51.4,48.6,0,Nasooz Ekbatan sepahan
DOL99-891-NAS,990706,60.8,35.6,0,0,0,Nasooz Ekbatan sepahan
DOL99-892-NAS,990706,65.9,32,0,0,0,Nasooz Ekbatan sepahan
DOL99-908-ARD,990710,49.6,35.6,4.3,93.6,2.1,Zareh Shahi (Ardakan)
DOL99-909-ARD,990710,51.9,35.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-910-ARD,990710,45,30.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-911-ARD,990711,50.7,36.4,7.1,89.3,3.6,Zareh Shahi (Ardakan)
DOL99-912-ARD,990711,50.2,36.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-913-ARD,990711,49.7,35.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-914-ARD,990712,45.9,33,6.4,90,3.6,Zareh Shahi (Ardakan)
DOL99-915-ARD,990712,46.9,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-916-ARD,990712,49,31.2,0,0,0,Zareh Shahi (Ardakan)
DOL99-917-ARD,990712,47.1,33,0,0,0,Zareh Shahi (Ardakan)
DOL99-918-ARD,990712,50.1,32,0,0,0,Zareh Shahi (Ardakan)
DOL99-919-ARD,990712,50.6,33.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-920-ARD,990713,53.6,31.3,2.1,95,2.9,Zareh Shahi (Ardakan)
DOL99-921-ARD,990713,53.2,31,0,0,0,Zareh Shahi (Ardakan)
DOL99-922-ARD,990713,53.8,31.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-923-ARD,990713,51.7,30.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-924-ARD,990713,50.9,31.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-925-ARD,990714,52.7,33,10.7,86.4,2.9,Zareh Shahi (Ardakan)
DOL99-926-ARD,990714,52.7,33.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-927-ARD,990714,52.4,33.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-928-ARD,990714,52.7,33.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-932-ARD,990715,52.6,31.4,7.9,90.7,1.4,Zareh Shahi (Ardakan)
DOL99-933-ARD,990715,49.8,35.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-934-ARD,990715,49.4,35.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-935-ARD,990715,50.4,33.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-936-ARD,990716,46.6,30.3,9.3,84.3,6.4,Zareh Shahi (Ardakan)
DOL99-937-ARD,990716,52.1,33.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-938-ARD,990716,51.7,32.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-939-ARD,990716,47.7,30.7,0,0,0,Zareh Shahi (Ardakan)
DOL99-929-TAB,990714,63.1,30.2,20.7,77.1,2.2,Tabas
DOL99-930-TAB,990714,63.1,31,0,0,0,Tabas
DOL99-931-TAB,990715,62.5,30.5,27.1,72.9,0,Tabas
DOL99-940-ARD,990717,45.9,31.4,6.4,90,3.6,Zareh Shahi (Ardakan)
DOL99-941-ARD,990717,47.2,32.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-942-ARD,990717,44.3,28.2,0,0,0,Zareh Shahi (Ardakan)
DOL99-943-ARD,990717,43.7,28.2,0,0,0,Zareh Shahi (Ardakan)
DOL99-944-ARD,990717,44.7,30.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-947-ARD,990719,52.5,32.6,14.3,80,5.7,Zareh Shahi (Ardakan)
DOL99-948-ARD,990719,48.3,32.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-949-ARD,990719,50.6,33.2,0,0,0,Zareh Shahi (Ardakan)
DOL99-950-ARD,990719,47.9,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-951-ARD,990719,47.1,30.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-953-ARD,990720,50.4,32.2,2.1,95,2.9,Zareh Shahi (Ardakan)
DOL99-954-ARD,990720,50.8,32.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-955-ARD,990720,47,31.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-956-ARD,990721,50.4,33,2.1,88.6,9.3,Zareh Shahi (Ardakan)
DOL99-957-ARD,990721,49.4,33.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-958-ARD,990721,48.7,32.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-959-ARD,990721,49,33.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-961-ARD,990722,51.6,31.5,8.6,91.4,0,Zareh Shahi (Ardakan)
DOL99-962-ARD,990722,51.3,32.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-963-ARD,990722,51,32.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-964-ARD,990722,51.3,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL99-967-ARD,990723,49.9,31.4,7.8,88.6,3.6,Zareh Shahi (Ardakan)
DOL99-968-ARD,990723,49.8,31.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-969-ARD,990723,49.1,32.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-970-ARD,990723,50.4,32.6,0,0,0,Zareh Shahi (Ardakan)
DOL99-971-ARD,990724,48.2,29.4,10.7,84.3,5,Zareh Shahi (Ardakan)
DOL99-972-ARD,990724,47,28.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-945-TAB,990718,61.7,29.8,14.3,80.7,5,Tabas
DOL99-946-TAB,990718,63.8,27.4,0,0,0,Tabas
DOL99-952-TAB,990720,60.7,30,47.9,52.1,0,Tabas
DOL99-960-TAB,990722,61.3,29.6,16.4,77.9,5.7,Tabas
DOL99-965-TAB,990723,60.6,30.4,37.9,62.1,0,Tabas
DOL99-966-TAB,990723,64.4,29.4,0,0,0,Tabas
DOL99-973-ARD,990724,45.9,29.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-975-ARD,990725,44.8,29.8,9.3,85.7,5,Zareh Shahi (Ardakan)
DOL99-976-ARD,990725,44.7,28.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-977-ARD,990726,49.2,31.3,12.9,83.5,3.6,Zareh Shahi (Ardakan)
DOL99-978-ARD,990726,51.5,31.4,0,0,0,Zareh Shahi (Ardakan)
DOL99-979-ARD,990727,51.5,32.2,2.9,92.1,5,Zareh Shahi (Ardakan)
DOL99-980-ARD,990727,50.8,32.1,0,0,0,Zareh Shahi (Ardakan)
DOL99-982-ARD,990728,47.9,31.3,3.6,90.7,5.7,Zareh Shahi (Ardakan)
DOL99-983-ARD,990728,49,32.8,0,0,0,Zareh Shahi (Ardakan)
DOL99-985-ARD,990729,49.1,33.7,5,91.4,3.6,Zareh Shahi (Ardakan)
DOL99-986-ARD,990729,47.7,33.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-987-ARD,990729,51.3,32.9,0,0,0,Zareh Shahi (Ardakan)
DOL99-988-ARD,990729,48.3,33.5,0,0,0,Zareh Shahi (Ardakan)
DOL99-991-ARD,990730,51.6,32.7,7.9,89.2,2.9,Zareh Shahi (Ardakan)
